,Name,Ingredients,Instructions,Image
315,Must-Try Mango Cocktails,"['2 cups frozen mango cubes', '4 ounces* aged rum', '2 ounces* Triple Sec or Cointreau', '2 ounces* lime juice', '1 cup ice', 'For the garnish: lime wheel, cocktail cherry (optional)', '3 ounces* tequila', '2 ounces* Cointreau', '1 ½ ounces* fresh lime juice', '1 ½ cups diced frozen mango pieces', '1 tablespoon agave syrup or simple syrup', '1 cup ice', 'Kosher salt or flaky sea salt, for the rim', '6 mint leaves, plus additional for garnish', '2 ounces* mango nectar', '2 ounces white rum', '1 ounce lime juice', '½ ounce simple syrup', '2 to 4 ounces soda water', 'Ice, for serving (try clear ice!)']","['1. For the Mango Daiquiri (serves 2): Place all ingredients in a blender and blend until smooth. Serve immediately split between 2 glasses, garnished with a lime wheel and cocktail cherry if desired.', '2. For the Mango Margarita (serves 2): Cut a notch in a lime wedge, then run the lime around the rim of a glass. Dip the edge of the rim into a plate of salt. Add the tequila, Cointreau, lime juice, frozen mango, agave and ice to a blender. Blend until frothy and fully combined. Salted rim two glasses.', '3. For the Mango Mojito (serves 1): In a cocktail shaker, muddle the mint leaves. Add the mango nectar, rum, lime juice and simple syrup and fill the cocktail shaker with ice. Shake until cold. Strain the drink into an ice-filled glass. Top off the glass with soda water. If desired, garnish with more mint and a lime wheel. Pitcher variation (8 servings): Add 2 cups mango nectar to this Mojito Pitcher recipe, and garnish with mint and lime wedges.']",https://www.acouplecooks.com/wp-content/uploads/2021/08/Mango-Daiquiri-010.jpg
316,Carajillo (Mexican Spiked Coffee),"['2 ounces* espresso (or very strong coffee), cooled slightly', '1 ½ ounce Licor 43', 'Ice, for serving (try clear ice)']","['1. Make the espresso.', '2. Add ice to lowball. Add the Licor 43 and stir.\xa0', '3. Slowly pour the coffee over a bar spoon into the drink, which will settle on top. Serve immediately.\xa0']",https://www.acouplecooks.com/wp-content/uploads/2021/02/Cajarillo-003.jpg
317,Top 12 Orange Bitters Cocktails,"['2 ounces* gin', '1 ounce orange liqueur (triple sec, Cointreau, or clear orange curacao)', '½ ounce lime juice', '1 dash angostura and 1 dash orange bitters', 'For the garnish: lime wedge']","['1. Place the gin, orange liqueur, lime juice, and bitters in a cocktail shaker. Add 2 handfuls of ice and shake until cold.', '2. Strain the drink into a cocktail glass. Garnish with a lime wedge if desired.']",https://www.acouplecooks.com/wp-content/uploads/2021/08/Bitters-001.jpg
318,Ranch Water,"['3 ounces (6 tablespoons) tequila', '1 ½ ounces (3 tablespoons) fresh lime juice (about 1 lime)', '4 ounces (½ cup) Topo Chico or other sparkling mineral water', 'For the garnish: lime wedge', 'Ice, for serving (try clear ice!)']","['1. Add the tequila and lime juice to highball glass and stir.', '2. Fill with ice and top with sparkling water. Garnish with a lime wedge.']",https://www.acouplecooks.com/wp-content/uploads/2020/05/Ranch-Water-017.jpg
319,B 52 Cocktail (or B52 Shot),"['1 ounce* Kahlua (½ ounce for the shot)', '1 ounce Irish cream (½ ounce for the shot)', '1 ounce Grand Marnier (½ ounce for the shot)']","['1. Add the Kahlua to a glass or shot glass. Slowly add Irish cream by pouring it over the back of a spoon.', '2. Slowly add the Grand Marnier over the back of spoon, allowing it to layer on top. The smaller size of the shot glass makes a more visible Grand Marnier layer. If drinking as a cocktail, you’ll want to stir before sipping. Enjoy!\xa0']",https://www.acouplecooks.com/wp-content/uploads/2021/03/B52-Shot-Cocktail-002.jpg
320,Gin Sour,"['2 ounces (4 tablespoons) gin', '1 ounce (2 tablespoons) lemon juice', '½ ounce (1 tablespoon) simple syrup', '1 egg white*', 'For the garnish: Lemon strip, Angostura bitters']","['1. Add the gin, lemon juice, syrup, and egg white to a cocktail shaker without ice. Shake for 15 seconds.', '2. Add the ice to the cocktail shaker. Shake again for 30 seconds.', '3. Strain the drink into a glass; the foam will collect at the top. Serve with or without ice. Garnish with bitters swirled into foam and lemon twist.']",https://www.acouplecooks.com/wp-content/uploads/2020/05/Gin-Sour-003.jpg
321,Classic Piña Colada,"['1 ½ cups frozen pineapple', '1 ½ cups ice', '5 ounces (½ cup plus 2 tablespoons) aged rum', '2 ounces (4 tablespoons) cream of coconut (not coconut cream; see notes*)', '4 ounces (½ cup) pineapple juice', '1 ounce (2 tablespoons) lime juice', 'For the garnish: cocktail cherry']",['1. Blend pineapple and ice until chunky. Add the remaining ingredients and blend until smooth. Serve garnished with a cocktail cherry and drink umbrellas.'],https://www.acouplecooks.com/wp-content/uploads/2020/11/Pina-Colada-056.jpg
322,Paloma Cocktail,"['2 ounces* tequila blanco', '½ ounce fresh squeezed lime juice', '2 ounces** fresh squeezed grapefruit juice', '½ ounce simple syrup', '1 ounce soda water', 'Flaky sea salt & grapefruit wedge, for the garnish']","['1. Cut a notch in the grapefruit wedge, then run the grapefruit around the rim of a glass. Dip the edge of the rim into a plate of flaky sea salt.', '2. To the glass, add the tequila, lime juice, grapefruit juice, and simple syrup and stir until combined.', '3. Fill the glass with ice (clear ice\xa0if you want to get fancy!). Top with soda water and serve!']",https://www.acouplecooks.com/wp-content/uploads/2020/01/Paloma-007.jpg
323,Revolver Cocktail,"['2 ounces bourbon whiskey (like Bulleit)', '1 ounce Tia Maria* (or other coffee liqueur like Kahlua or Sheridan’s)', '2 dashes orange bitters']","['1. Combine the bourbon, Tia Maria and orange bitters in a mixing glass (or cocktail shaker) with a handful of ice. Stir until cold, then strain into cocktail glass.', '2. Express the orange peel onto the glass by squeezing it to release the oils. Or if desired, flame the orange peel (taking fire precautions as necessary!): Cut a piece of orange peel in a 2-inch circle. Hold the peel about 2 inches from the cocktail glass and warm it with a lit match. Then, quickly squeeze the peel to express the oils, causing it to flame briefly as the oil hits the glass.']",https://www.acouplecooks.com/wp-content/uploads/2021/08/Revolver-Cocktail-010.jpg
324,Buchanan Sour,"['2 ounces* Buchanan’s Deluxe Blended Scotch', '1 ounce fresh lemon juice', '¾ ounce simple syrup', 'Garnish: Lemon wedge, cocktail cherryIce, for serving (try clear ice)']","['1. Add the Buchanan’s, lemon juice, and syrup to a cocktail shaker. Fill with a handful of ice and shake until very cold.', '2. Strain the drink into a lowball or Old Fashioned glass. Serve with ice, a lemon wedge and a cocktail cherry.']",https://www.acouplecooks.com/wp-content/uploads/2021/08/Buchanan-Drink-012.jpg
325,Vodka Collins,"['2 ounces* vodka', '¾ ounce simple syrup', '1 ounce fresh lemon juice', '4 ounces soda water', 'Ice (try clear ice!)', 'For the garnish: Maraschino cherry, lemon wheel']","['1. Add the vodka, simple syrup and lemon juice to the highball glass and add ice.', '2. Top off the glass with soda water. Garnish with a lemon wheel and cocktail cherry.']",https://www.acouplecooks.com/wp-content/uploads/2021/10/Vodka-Collins-004.jpg
326,Pegu Club,"['2 ounces* gin', '1 ounce orange liqueur (triple sec, Cointreau, or clear orange curacao)', '½ ounce lime juice', '1 dash angostura and 1 dash orange bitters', 'For the garnish: lime wedge']","['1. Place the gin, orange liqueur, lime juice, and bitters in a cocktail shaker. Add 2 handfuls of ice and shake until cold.', '2. Strain the drink into a cocktail glass. Garnish with a lime wedge if desired.']",https://www.acouplecooks.com/wp-content/uploads/2021/05/Pegu-Club-Cocktail-002.jpg
327,Gin Rickey,"['3 ounces* gin', '1 ½ ounces fresh lime juice', '4 ounces soda water', 'Ice, for serving (try clear ice)', 'For the garnish: lime wedge']","['1. Add the gin and lime juice to highball glass and stir.', '2. Fill with ice and top with sparkling water. Garnish with a lime wedge.']",https://www.acouplecooks.com/wp-content/uploads/2021/03/Lime-Rickey-005.jpg
328,Ramos Gin Fizz,"['2 ounces gin', '½ ounce lemon juice', '½ ounce lime juice', '½ ounce simple syrup', '½ ounce heavy cream', '¼ teaspoon orange flower water (orange blossom water)', '1 egg white', 'Soda water', 'For the garnish: lemon wedge or wheel']","['1. Add the gin, lemon juice, lime juice, simple syrup, heavy cream, orange flower water, and egg white to cocktail shaker without ice. Shake for 15 seconds (called a “dry shake).\xa0', '2. Add ice to the cocktail shaker. Shake again for 30 to 45 seconds.', '3. Strain the drink into an ice filled Collins glass or highball glass. Add a splash of soda water into the glass and allow to sit for 1 minute until foam separates.\xa0']",https://www.acouplecooks.com/wp-content/uploads/2021/03/Ramos-Gin-Fizz-005.jpg
329,Spiked Hot Chocolate,"['3 tablespoons cocoa powder', '2 cups 2% milk', '3 tablespoons sugar', '¼ teaspoon vanilla extract', '1 pinch cinnamon', '¼ cup (1 ½ ounces) semisweet or dark chocolate chips*', '2 ounces (¼ cup) aged or dark rum, bourbon, or Baileys Irish Cream or 1.5 ounces (3 tablespoons) Creme de Menthe or peppermint schnapps*']","['1. Place a saucepan over medium heat. Add the cocoa powder and ¼ cup of the milk and whisk until the cocoa powder is mostly integrated. Whisk in the remaining milk until smooth. Add the remaining ingredients and heat over medium heat until the chocolate is melted, about 2 minutes. Do not boil.', '2. Stir in the alcohol. Serve immediately, garnished with whipped cream\xa0or marshmallows.']",https://www.acouplecooks.com/wp-content/uploads/2021/09/Spiked-Hot-Chocolate-003.jpg
330,Classic Old Fashioned,"['1 sugar cube (1 teaspoon sugar)', '4 dashes Angostura bitters', '½ teaspoon water', '2 ounces (4 tablespoons) bourbon or rye whiskey', 'Orange peel', 'Cocktail cherry, for garnish (optional)', 'Large clear ice cube, for serving']","['1. Place the sugar cube in a lowball glass and add the bitters. Add the water and mash and swirl it with a muddler or wooden spoon until the sugar is mostly dissolved.', '2. Add the whiskey and swirl to combine. Add a large ice cube.', '3. Use a knife to remove a 1″ wide strip of the orange peel. Squeeze the orange peel into the drink to release the oils. Gently run the peel around the edge of the glass, then place it in the glass. If desired, garnish with a cocktail cherry for additional sweetness.']",https://www.acouplecooks.com/wp-content/uploads/2020/03/Old-Fashioned-058.jpg
331,Apple Cider Margarita,"['1 ½ ounces* tequila reposado or blanco', '2 ounces apple cider', '¾ ounce Triple Sec or Cointreau', '¾ ounce fresh lime juice', 'Cinnamon and sugar, for the rim', 'Ice, for serving (try clear ice!)', 'Star anise and cinnamon stick, for garnish (optional)']","['1. Cut a notch in a lime wedge, then run the lime around the rim of a glass. Dip the edge of the rim into a plate of cinnamon and sugar.', '2. Single drink: Place all ingredients in a cocktail shaker and fill it with ice. Shake until cold. Strain the margarita into the glass with the sugar rim. Fill the glass with ice and serve.', '3. Pitcher (8 servings): Place 1 ½ cups tequila, 2 cups apple cider, ¾ cup Triple Sec or Cointreau, and ¾ cup lime juice in a pitcher. Add 3 handfuls ice and stir until cold. Prepare the glasses separately, then add 2/3 cup to each glass and garnish with ice.']",https://www.acouplecooks.com/wp-content/uploads/2021/08/Apple-Cider-Margarita-060.jpg
332,Mai Tai,"['1 ½ ounces (3 tablespoons) aged rum', '½ ounce (1 tablespoon) orange liqueur: Curaçao, Cointreau or Grand Marnier', '¾ ounce (1 ½ tablespoons) lime juice', '1 ounce (2 tablespoons) orgeat syrup', '½ ounce (1 tablespoon) dark rum', 'For the garnish: Fresh mint, cocktail cherry, pineapple slice, lime wedge']","['1. Place the aged rum, orange liqueur, lime juice, and orgeat syrup in a cocktail shaker. Add ice and shake until cold.', '2. Strain the drink into an ice-filled glass. Top with the dark rum. Garnish with fresh mint, a lime wedge, cocktail cherry and pineapple slice.\xa0']",https://www.acouplecooks.com/wp-content/uploads/2020/11/Mai-Tai-009.jpg
333,Naked and Famous Cocktail,"['1 ounce* mezcal', '1 ounce yellow or green Chartreuse', '1 ounce Aperol', '1 ounce fresh lime juice']","['1. Add the mezcal, Chartreuse, Aperol, and lime juice to a cocktail shaker. Fill it with 2 handfuls ice and shake it until cold.', '2. Strain into a cocktail glass. If desired, garnish with a lime wedge.']",https://www.acouplecooks.com/wp-content/uploads/2020/11/Naked-and-Famous-Cocktail-002.jpg
334,Colorado Bulldog,"['2 ounces* vodka', '1 ounce Kahlua or other coffee liqueur (like Tia Maria or Sheridan’s)', '1 ounce heavy cream', '2 ounces cola', 'Crushed ice, for serving']","['1. Add the vodka and Kahlua to an ice-filled highball glass.', '2. Top with the cream and cola and stir gently. Serve immediately.\xa0']",https://www.acouplecooks.com/wp-content/uploads/2021/03/Colorado-Bulldog-003.jpg
335,Malibu Bay Breeze,"['2 ounces 100% pineapple juice', '1 ½ ounces coconut rum', '2 ounces 100% unsweetened cranberry juice*', '1 lime wedge']","['1. Add the pineapple juice and coconut rum to a glass and stir. Fill the glass with ice.', '2. In a shot glass or small pitcher, place the cranberry juice (make sure it is unsweetened; see notes!). Pour the cranberry juice right on top of the ice and it will settle on top.', '3. Garnish with a lime wedge and serve.']",https://www.acouplecooks.com/wp-content/uploads/2021/07/Malibu-Bay-Breeze-007.jpg
336,Spiked Apple Cider,"['½ teaspoon cloves', '3 star anise', '4 cinnamon sticks', '8 cups apple cider', '1 cup rum (of any kind) or bourbon', 'For the garnish: star anise, cinnamon stick, orange slice']","['1. Toast the spices: Add the spices to the bottom of a pot*. Toast over medium heat for 2 to 3 minutes, stirring occasionally, until fragrant.', '2. Simmer: Turn the heat to low. Pour in the apple cider and bring to below a simmer, just barely bubbling. Set a timer for 30 minutes and reduce to low heat (don’t let it simmer).', '3. Filter: Skim off any particulate that rises to the top of the pot using a fine mesh sieve or strainer (or you can pour it through a strainer into another pot).\xa0', '4. Serve: Pour in the rum or bourbon (or add 2 ounces to each 1 cup serving). Ladle into 8 mugs. If desired, garnish with star anise, cinnamon stick, or an orange slice.']",https://www.acouplecooks.com/wp-content/uploads/2018/10/Spiked-Apple-Cider-052.jpg
